drzava;ime_priimek;pozicija;rojstni_datum;leto
GER;Stefan Reuter;BRANILEC;16101966;1992
GER;Andreas Brehme;BRANILEC;9111960;1992
GER;Jürgen Kohler;BRANILEC;6101965;1992
GER;Guido Buchwald;BRANILEC;24011961;1992
GER;Thomas Hässler;VEZNI IGRALEC;30051966;1992
GER;Karlheinz Riedle;NAPADALEC;16091965;1992
GER;Thomas Helmer;BRANILEC;21041965;1992
GER;Matthias Sammer;BRANILEC;5091967;1992
GER;Stefan Effenberg;VEZNI IGRALEC;2081968;1992
GER;Jürgen Klinsmann;NAPADALEC;30071964;1992
SWE;Stefan Rehn;VEZNI IGRALEC;22091966;1992
SWE;Anders Limpar;VEZNI IGRALEC;24091965;1992
SWE;Lars Eriksson;NEZNANO;21091965;1992
SWE;Mikael Nilsson;BRANILEC;28091968;1992
SWE;Magnus Erlingmark;BRANILEC;8071968;1992
SWE;Jan Jansson;VEZNI IGRALEC;26011968;1992
SWE;Johnny Ekström;NAPADALEC;5031965;1992
SWE;Thomas Ravelli;VRATAR;13081959;1992
SWE;Roland Nilsson;NEZNANO;27111963;1992
SWE;Jan Eriksson;BRANILEC;24081967;1992
SWE;Joachim Björklund;BRANILEC;15031971;1992
SWE;Klas Ingesson;VEZNI IGRALEC;20081968;1992
SWE;Jonas Thern;NEZNANO;20031967;1992
SWE;Tomas Brolin;NAPADALEC;29111969;1992
SWE;Kennet Andersson;NAPADALEC;6101967;1992
SWE;Martin Dahlin;NAPADALEC;16041968;1992
SWE;Roger Ljung;BRANILEC;8011966;1992
SWE;Joakim Nilsson;VEZNI IGRALEC;31031966;1992
RUS;Stanislav Cherchesov;NEZNANO;2091963;1992
RUS;Dmitri Kuznetsov;BRANILEC;28081965;1992
NED;Igor Korneev;VEZNI IGRALEC;4091967;1992
URS;Volodymyr Lyutyi;NAPADALEC;20041962;1992
RUS;Igor Ledyakhov;VEZNI IGRALEC;22051968;1992
RUS;Andrei Ivanov;BRANILEC;6041967;1992
RUS;Dmitri Kharin;VRATAR;16081968;1992
BLR;Andrei Chernyshov;NEZNANO;7011968;1992
GEO;Kakhaber Tskhadadze;NEZNANO;7091968;1992
UKR;Oleh Kuznetsov;NEZNANO;22031963;1992
URS;Oleksiy Mykhailychenko;VEZNI IGRALEC;30031963;1992
RUS;Andrei Kanchelskis;VEZNI IGRALEC;23011969;1992
BLR;Sergei Aleinikov;VEZNI IGRALEC;7111961;1992
RUS;Igor Dobrovolski;NEZNANO;27081967;1992
RUS;Sergei Yuran;NAPADALEC;11061969;1992
RUS;Sergei Kiryakov;NAPADALEC;1011970;1992
RUS;Viktor Onopko;NEZNANO;14101969;1992
SCO;Maurice Malpas;NEZNANO;3081962;1992
SCO;Gordon Durie;NAPADALEC;6121965;1992
SCO;Henry Smith;NEZNANO;10031956;1992
SCO;Pat Nevin;NEZNANO;6091963;1992
SCO;Jim McInally;NEZNANO;19021964;1992
SCO;Derek Whyte;BRANILEC;31081968;1992
SCO;David Bowman;NEZNANO;10031964;1992
SCO;Alan McLaren;NEZNANO;4011971;1992
SCO;Duncan Ferguson;NAPADALEC;27121971;1992
SCO;Andy Goram;NEZNANO;13041964;1992
SCO;Richard Gough;NEZNANO;5041962;1992
SCO;Paul McStay;NEZNANO;22101964;1992
SCO;Ally McCoist;NAPADALEC;24091962;1992
SCO;Brian McClair;NAPADALEC;8121963;1992
SCO;Dave McPherson;NEZNANO;28011964;1992
SCO;Stewart McKimmie;NEZNANO;27101962;1992
SCO;Stuart McCall;VEZNI IGRALEC;10061964;1992
SCO;Gary McAllister;VEZNI IGRALEC;25121964;1992
SCO;Kevin Gallacher;NAPADALEC;23111966;1992
SCO;Tom Boyd;BRANILEC;24111965;1992
GER;Thomas Doll;NEZNANO;9041966;1992
GER;Andreas Köpke;NEZNANO;12031962;1992
GER;Andreas Thom;VEZNI IGRALEC;7091965;1992
GER;Matthias Sammer;BRANILEC;5091967;1992
GER;Michael Schulz;BRANILEC;3091961;1992
GER;Christian Wörns;NEZNANO;10051972;1992
GER;Bodo Illgner;VRATAR;7041967;1992
GER;Andreas Brehme;BRANILEC;9111960;1992
GER;Jürgen Kohler;BRANILEC;6101965;1992
GER;Manfred Binz;BRANILEC;22091965;1992
GER;Andreas Möller;NEZNANO;2091967;1992
GER;Thomas Hässler;VEZNI IGRALEC;30051966;1992
GER;Karlheinz Riedle;NAPADALEC;16091965;1992
GER;Thomas Helmer;BRANILEC;21041965;1992
GER;Michael Frontzeck;BRANILEC;26031964;1992
GER;Stefan Effenberg;VEZNI IGRALEC;2081968;1992
GER;Jürgen Klinsmann;NAPADALEC;30071964;1992
NED;Berry van Aerle;BRANILEC;8121962;1992
NED;Danny Blind;NEZNANO;1081961;1992
NED;John van 't Schip;NEZNANO;30121963;1992
NED;Wim Kieft;NEZNANO;12111962;1992
NED;Stanley Menzo;VRATAR;15101963;1992
NED;Aron Winter;NEZNANO;1031967;1992
NED;Peter Bosz;NEZNANO;21111963;1992
NED;Wim Jonk;VEZNI IGRALEC;12101966;1992
NED;Erik Viscaal;NEZNANO;20031968;1992
NED;Hans van Breukelen;VRATAR;4101956;1992
NED;Adri van Tiggelen;BRANILEC;16061957;1992
NED;Ronald Koeman;NEZNANO;21031963;1992
NED;Jan Wouters;VEZNI IGRALEC;17071960;1992
NED;Dennis Bergkamp;NAPADALEC;10051969;1992
NED;Frank Rijkaard;BRANILEC;30091962;1992
NED;Marco van Basten;NAPADALEC;31101964;1992
NED;Ruud Gullit;NEZNANO;1091962;1992
NED;Rob Witschge;NEZNANO;22081966;1992
NED;Frank de Boer;NEZNANO;15051970;1992
NED;Bryan Roy;VEZNI IGRALEC;12021970;1992
DEN;Johnny Mølby;NEZNANO;4021969;1992
DEN;Lars Elstrup;NEZNANO;24031963;1992
DEN;Torben Piechnik;NEZNANO;21051963;1992
DEN;Bent Christensen;NAPADALEC;4011967;1992
DEN;Mogens Krogh;VRATAR;31101963;1992
DEN;Peter Nielsen;VEZNI IGRALEC;3061968;1992
DEN;Morten Bruun;BRANILEC;28061965;1992
DEN;Peter Schmeichel;VRATAR;18111963;1992
DEN;John Sivebæk;NEZNANO;25101961;1992
DEN;Kent Nielsen;NEZNANO;28121961;1992
DEN;Lars Olsen;NEZNANO;2021961;1992
DEN;Henrik Andersen;NEZNANO;7051965;1992
DEN;Kim Christofte;NEZNANO;24081960;1992
DEN;John Faxe Jensen;VEZNI IGRALEC;15081959;1992
DEN;Flemming Povlsen;NEZNANO;3121966;1992
NEZNANO;Brian Laudrup;NAPADALEC;22021969;1992
DEN;Henrik Larsen;NEZNANO;17051966;1992
DEN;Torben Frank;NEZNANO;16061968;1992
FRA;Franck Silvestre;BRANILEC;5041967;1992
FRA;Emmanuel Petit;VEZNI IGRALEC;22091970;1992
FRA;Franck Sauzée;VEZNI IGRALEC;28101965;1992
FRA;Luis Fernández;NEZNANO;2101959;1992
FRA;Christophe Cocard;NAPADALEC;23111967;1992
FRA;Fabrice Divert;NAPADALEC;2091967;1992
FRA;Remi Garde;BRANILEC;3041966;1992
FRA;Gilles Rousset;NEZNANO;22081963;1992
FRA;Jocelyn Angloma;BRANILEC;7081965;1992
FRA;Bruno Martini;VRATAR;25011962;1992
FRA;Manuel Amoros;BRANILEC;1021962;1992
FRA;Laurent Blanc;BRANILEC;19111965;1992
FRA;Bernard Casoni;NEZNANO;4091961;1992
FRA;Didier Deschamps;NEZNANO;15101968;1992
FRA;Jean-Pierre Papin;NAPADALEC;5111963;1992
FRA;Christian Perez;NAPADALEC;13051963;1992
FRA;Basile Boli;BRANILEC;2011967;1992
FRA;Jean-Philippe Durand;NAPADALEC;11111960;1992
FRA;Pascal Vahirua;VEZNI IGRALEC;9031966;1992
FRA;Eric Cantona;NAPADALEC;24051966;1992
ENG;Keith Curle;BRANILEC;14111963;1992
ENG;Trevor Steven;VEZNI IGRALEC;21091963;1992
ENG;Nigel Martyn;VRATAR;11081966;1992
ENG;Tony Dorigo;BRANILEC;31121965;1992
ENG;Paul Merson;NAPADALEC;20031968;1992
ENG;Alan Smith;NAPADALEC;21111962;1992
NEZNANO;Alan Shearer;NAPADALEC;13081970;1992
ENG;Chris Woods;NEZNANO;14111959;1992
NEZNANO;Stuart Pearce;NEZNANO;24041962;1992
ENG;Martin Keown;BRANILEC;24071966;1992
ENG;Des Walker;BRANILEC;26111965;1992
ENG;David Platt;VEZNI IGRALEC;10061966;1992
NEZNANO;Gary Lineker;NAPADALEC;30111960;1992
ENG;Andy Sinton;VEZNI IGRALEC;19031966;1992
ENG;Carlton Palmer;VEZNI IGRALEC;5121965;1992
ENG;Neil Webb;VEZNI IGRALEC;30071963;1992
ENG;Tony Daley;VEZNI IGRALEC;18101967;1992
ENG;David Batty;VEZNI IGRALEC;2121968;1992
SWE;Stefan Rehn;VEZNI IGRALEC;22091966;1992
SWE;Lars Eriksson;NEZNANO;21091965;1992
SWE;Mikael Nilsson;BRANILEC;28091968;1992
SWE;Magnus Erlingmark;BRANILEC;8071968;1992
SWE;Jan Jansson;VEZNI IGRALEC;26011968;1992
SWE;Kennet Andersson;NAPADALEC;6101967;1992
SWE;Roger Ljung;BRANILEC;8011966;1992
SWE;Joakim Nilsson;VEZNI IGRALEC;31031966;1992
SWE;Johnny Ekström;NAPADALEC;5031965;1992
SWE;Thomas Ravelli;VRATAR;13081959;1992
SWE;Roland Nilsson;NEZNANO;27111963;1992
SWE;Jan Eriksson;BRANILEC;24081967;1992
SWE;Patrik Andersson;BRANILEC;18081971;1992
SWE;Joachim Björklund;BRANILEC;15031971;1992
SWE;Stefan Schwarz;VEZNI IGRALEC;18041969;1992
SWE;Klas Ingesson;VEZNI IGRALEC;20081968;1992
SWE;Jonas Thern;NEZNANO;20031967;1992
SWE;Anders Limpar;VEZNI IGRALEC;24091965;1992
SWE;Tomas Brolin;NAPADALEC;29111969;1992
SWE;Martin Dahlin;NAPADALEC;16041968;1992
RUS;Stanislav Cherchesov;NEZNANO;2091963;1992
RUS;Sergei Kiryakov;NAPADALEC;1011970;1992
RUS;Dmitri Kuznetsov;BRANILEC;28081965;1992
GEO;Kakhaber Tskhadadze;NEZNANO;7091968;1992
URS;Volodymyr Lyutyi;NAPADALEC;20041962;1992
NED;Igor Korneev;VEZNI IGRALEC;4091967;1992
RUS;Andrei Ivanov;BRANILEC;6041967;1992
RUS;Dmitri Kharin;VRATAR;16081968;1992
BLR;Andrei Chernyshov;NEZNANO;7011968;1992
RUS;Akhrik Tsveiba;BRANILEC;10091966;1992
UKR;Oleh Kuznetsov;NEZNANO;22031963;1992
URS;Oleksiy Mykhailychenko;VEZNI IGRALEC;30031963;1992
RUS;Andrei Kanchelskis;VEZNI IGRALEC;23011969;1992
BLR;Sergei Aleinikov;VEZNI IGRALEC;7111961;1992
RUS;Igor Dobrovolski;NEZNANO;27081967;1992
RUS;Sergei Yuran;NAPADALEC;11061969;1992
RUS;Igor Kolyvanov;NEZNANO;6031968;1992
RUS;Viktor Onopko;NEZNANO;14101969;1992
NED;Danny Blind;NEZNANO;1081961;1992
NED;John van 't Schip;NEZNANO;30121963;1992
NED;Wim Kieft;NEZNANO;12111962;1992
NED;Stanley Menzo;VRATAR;15101963;1992
NED;Aron Winter;NEZNANO;1031967;1992
NED;Peter Bosz;NEZNANO;21111963;1992
NED;Frank de Boer;NEZNANO;15051970;1992
NED;Wim Jonk;VEZNI IGRALEC;12101966;1992
NED;Erik Viscaal;NEZNANO;20031968;1992
NED;Hans van Breukelen;VRATAR;4101956;1992
NED;Berry van Aerle;BRANILEC;8121962;1992
NED;Adri van Tiggelen;BRANILEC;16061957;1992
NED;Ronald Koeman;NEZNANO;21031963;1992
NED;Jan Wouters;VEZNI IGRALEC;17071960;1992
NED;Dennis Bergkamp;NAPADALEC;10051969;1992
NED;Frank Rijkaard;BRANILEC;30091962;1992
NED;Marco van Basten;NAPADALEC;31101964;1992
NED;Ruud Gullit;NEZNANO;1091962;1992
NED;Rob Witschge;NEZNANO;22081966;1992
NED;Bryan Roy;VEZNI IGRALEC;12021970;1992
GER;Stefan Reuter;BRANILEC;16101966;1992
GER;Thomas Doll;NEZNANO;9041966;1992
GER;Andreas Köpke;NEZNANO;12031962;1992
GER;Andreas Thom;VEZNI IGRALEC;7091965;1992
GER;Thomas Helmer;BRANILEC;21041965;1992
GER;Michael Frontzeck;BRANILEC;26031964;1992
GER;Michael Schulz;BRANILEC;3091961;1992
GER;Christian Wörns;NEZNANO;10051972;1992
GER;Bodo Illgner;VRATAR;7041967;1992
GER;Andreas Brehme;BRANILEC;9111960;1992
GER;Jürgen Kohler;BRANILEC;6101965;1992
GER;Manfred Binz;BRANILEC;22091965;1992
GER;Guido Buchwald;BRANILEC;24011961;1992
GER;Andreas Möller;NEZNANO;2091967;1992
GER;Thomas Hässler;VEZNI IGRALEC;30051966;1992
GER;Karlheinz Riedle;NAPADALEC;16091965;1992
GER;Matthias Sammer;BRANILEC;5091967;1992
GER;Stefan Effenberg;VEZNI IGRALEC;2081968;1992
GER;Jürgen Klinsmann;NAPADALEC;30071964;1992
SCO;Henry Smith;NEZNANO;10031956;1992
SCO;Pat Nevin;NEZNANO;6091963;1992
SCO;Kevin Gallacher;NAPADALEC;23111966;1992
SCO;Tom Boyd;BRANILEC;24111965;1992
SCO;Jim McInally;NEZNANO;19021964;1992
SCO;Derek Whyte;BRANILEC;31081968;1992
SCO;David Bowman;NEZNANO;10031964;1992
SCO;Alan McLaren;NEZNANO;4011971;1992
SCO;Duncan Ferguson;NAPADALEC;27121971;1992
SCO;Andy Goram;NEZNANO;13041964;1992
SCO;Richard Gough;NEZNANO;5041962;1992
SCO;Paul McStay;NEZNANO;22101964;1992
SCO;Maurice Malpas;NEZNANO;3081962;1992
SCO;Ally McCoist;NAPADALEC;24091962;1992
SCO;Brian McClair;NAPADALEC;8121963;1992
SCO;Gordon Durie;NAPADALEC;6121965;1992
SCO;Dave McPherson;NEZNANO;28011964;1992
SCO;Stewart McKimmie;NEZNANO;27101962;1992
SCO;Stuart McCall;VEZNI IGRALEC;10061964;1992
SCO;Gary McAllister;VEZNI IGRALEC;25121964;1992
DEN;Johnny Mølby;NEZNANO;4021969;1992
DEN;Lars Elstrup;NEZNANO;24031963;1992
DEN;Torben Piechnik;NEZNANO;21051963;1992
DEN;Henrik Larsen;NEZNANO;17051966;1992
DEN;Torben Frank;NEZNANO;16061968;1992
DEN;Mogens Krogh;VRATAR;31101963;1992
DEN;Claus Christiansen;NEZNANO;19101967;1992
DEN;Peter Nielsen;VEZNI IGRALEC;3061968;1992
DEN;Morten Bruun;BRANILEC;28061965;1992
DEN;Peter Schmeichel;VRATAR;18111963;1992
DEN;John Sivebæk;NEZNANO;25101961;1992
DEN;Kent Nielsen;NEZNANO;28121961;1992
DEN;Lars Olsen;NEZNANO;2021961;1992
DEN;Henrik Andersen;NEZNANO;7051965;1992
DEN;Kim Christofte;NEZNANO;24081960;1992
DEN;John Faxe Jensen;VEZNI IGRALEC;15081959;1992
DEN;Flemming Povlsen;NEZNANO;3121966;1992
NEZNANO;Brian Laudrup;NAPADALEC;22021969;1992
DEN;Bent Christensen;NAPADALEC;4011967;1992
DEN;Kim Vilfort;NEZNANO;15111962;1992
SWE;Stefan Rehn;VEZNI IGRALEC;22091966;1992
SWE;Lars Eriksson;NEZNANO;21091965;1992
SWE;Mikael Nilsson;BRANILEC;28091968;1992
SWE;Magnus Erlingmark;BRANILEC;8071968;1992
SWE;Jan Jansson;VEZNI IGRALEC;26011968;1992
SWE;Kennet Andersson;NAPADALEC;6101967;1992
SWE;Roger Ljung;BRANILEC;8011966;1992
SWE;Joakim Nilsson;VEZNI IGRALEC;31031966;1992
SWE;Johnny Ekström;NAPADALEC;5031965;1992
SWE;Thomas Ravelli;VRATAR;13081959;1992
SWE;Roland Nilsson;NEZNANO;27111963;1992
SWE;Jan Eriksson;BRANILEC;24081967;1992
SWE;Patrik Andersson;BRANILEC;18081971;1992
SWE;Joachim Björklund;BRANILEC;15031971;1992
SWE;Stefan Schwarz;VEZNI IGRALEC;18041969;1992
SWE;Klas Ingesson;VEZNI IGRALEC;20081968;1992
SWE;Jonas Thern;NEZNANO;20031967;1992
SWE;Anders Limpar;VEZNI IGRALEC;24091965;1992
SWE;Tomas Brolin;NAPADALEC;29111969;1992
SWE;Martin Dahlin;NAPADALEC;16041968;1992
ENG;Keith Curle;BRANILEC;14111963;1992
ENG;Nigel Clough;NAPADALEC;19031966;1992
ENG;Nigel Martyn;VRATAR;11081966;1992
ENG;Tony Dorigo;BRANILEC;31121965;1992
ENG;Neil Webb;VEZNI IGRALEC;30071963;1992
ENG;Paul Merson;NAPADALEC;20031968;1992
ENG;Alan Smith;NAPADALEC;21111962;1992
ENG;Tony Daley;VEZNI IGRALEC;18101967;1992
ENG;Chris Woods;NEZNANO;14111959;1992
NEZNANO;Stuart Pearce;NEZNANO;24041962;1992
ENG;Martin Keown;BRANILEC;24071966;1992
ENG;Des Walker;BRANILEC;26111965;1992
ENG;David Platt;VEZNI IGRALEC;10061966;1992
ENG;Trevor Steven;VEZNI IGRALEC;21091963;1992
NEZNANO;Gary Lineker;NAPADALEC;30111960;1992
ENG;Andy Sinton;VEZNI IGRALEC;19031966;1992
ENG;Carlton Palmer;VEZNI IGRALEC;5121965;1992
ENG;David Batty;VEZNI IGRALEC;2121968;1992
NEZNANO;Alan Shearer;NAPADALEC;13081970;1992
FRA;Franck Silvestre;BRANILEC;5041967;1992
FRA;Emmanuel Petit;VEZNI IGRALEC;22091970;1992
FRA;Christian Perez;NAPADALEC;13051963;1992
FRA;Christophe Cocard;NAPADALEC;23111967;1992
FRA;Fabrice Divert;NAPADALEC;2091967;1992
FRA;Pascal Vahirua;VEZNI IGRALEC;9031966;1992
FRA;Remi Garde;BRANILEC;3041966;1992
FRA;Gilles Rousset;NEZNANO;22081963;1992
FRA;Jocelyn Angloma;BRANILEC;7081965;1992
FRA;Bruno Martini;VRATAR;25011962;1992
FRA;Manuel Amoros;BRANILEC;1021962;1992
FRA;Laurent Blanc;BRANILEC;19111965;1992
FRA;Bernard Casoni;NEZNANO;4091961;1992
FRA;Didier Deschamps;NEZNANO;15101968;1992
FRA;Franck Sauzée;VEZNI IGRALEC;28101965;1992
NEZNANO;Jean-Pierre Papin;NEZNANO;5111963;1992
FRA;Luis Fernández;NEZNANO;2101959;1992
FRA;Basile Boli;BRANILEC;2011967;1992
FRA;Jean-Philippe Durand;NAPADALEC;11111960;1992
FRA;Eric Cantona;NAPADALEC;24051966;1992
GER;Andreas Möller;NEZNANO;2091967;1992
GER;Andreas Köpke;NEZNANO;12031962;1992
GER;Andreas Thom;VEZNI IGRALEC;7091965;1992
GER;Thomas Helmer;BRANILEC;21041965;1992
GER;Michael Frontzeck;BRANILEC;26031964;1992
GER;Jürgen Klinsmann;NAPADALEC;30071964;1992
GER;Michael Schulz;BRANILEC;3091961;1992
GER;Christian Wörns;NEZNANO;10051972;1992
GER;Bodo Illgner;VRATAR;7041967;1992
GER;Stefan Reuter;BRANILEC;16101966;1992
GER;Andreas Brehme;BRANILEC;9111960;1992
GER;Jürgen Kohler;BRANILEC;6101965;1992
GER;Manfred Binz;BRANILEC;22091965;1992
GER;Guido Buchwald;BRANILEC;24011961;1992
GER;Thomas Hässler;VEZNI IGRALEC;30051966;1992
GER;Rudi Völler;NAPADALEC;13041960;1992
GER;Thomas Doll;NEZNANO;9041966;1992
GER;Karlheinz Riedle;NAPADALEC;16091965;1992
GER;Stefan Effenberg;VEZNI IGRALEC;2081968;1992
RUS;Stanislav Cherchesov;NEZNANO;2091963;1992
RUS;Viktor Onopko;NEZNANO;14101969;1992
RUS;Andrei Ivanov;BRANILEC;6041967;1992
GEO;Kakhaber Tskhadadze;NEZNANO;7091968;1992
BLR;Sergei Aleinikov;VEZNI IGRALEC;7111961;1992
RUS;Sergei Yuran;NAPADALEC;11061969;1992
RUS;Sergei Kiryakov;NAPADALEC;1011970;1992
NED;Igor Korneev;VEZNI IGRALEC;4091967;1992
RUS;Igor Ledyakhov;VEZNI IGRALEC;22051968;1992
RUS;Dmitri Kharin;VRATAR;16081968;1992
BLR;Andrei Chernyshov;NEZNANO;7011968;1992
RUS;Akhrik Tsveiba;BRANILEC;10091966;1992
UKR;Oleh Kuznetsov;NEZNANO;22031963;1992
RUS;Igor Shalimov;VEZNI IGRALEC;2021969;1992
URS;Oleksiy Mykhailychenko;VEZNI IGRALEC;30031963;1992
RUS;Andrei Kanchelskis;VEZNI IGRALEC;23011969;1992
RUS;Igor Dobrovolski;NEZNANO;27081967;1992
URS;Volodymyr Lyutyi;NAPADALEC;20041962;1992
RUS;Igor Kolyvanov;NEZNANO;6031968;1992
RUS;Dmitri Kuznetsov;BRANILEC;28081965;1992
SCO;Henry Smith;NEZNANO;10031956;1992
SCO;Pat Nevin;NEZNANO;6091963;1992
SCO;Kevin Gallacher;NAPADALEC;23111966;1992
SCO;Tom Boyd;BRANILEC;24111965;1992
SCO;Jim McInally;NEZNANO;19021964;1992
SCO;Derek Whyte;BRANILEC;31081968;1992
SCO;David Bowman;NEZNANO;10031964;1992
SCO;Alan McLaren;NEZNANO;4011971;1992
SCO;Duncan Ferguson;NAPADALEC;27121971;1992
SCO;Andy Goram;NEZNANO;13041964;1992
SCO;Richard Gough;NEZNANO;5041962;1992
SCO;Paul McStay;NEZNANO;22101964;1992
SCO;Maurice Malpas;NEZNANO;3081962;1992
SCO;Ally McCoist;NAPADALEC;24091962;1992
SCO;Brian McClair;NAPADALEC;8121963;1992
SCO;Gordon Durie;NAPADALEC;6121965;1992
SCO;Dave McPherson;NEZNANO;28011964;1992
SCO;Stewart McKimmie;NEZNANO;27101962;1992
SCO;Stuart McCall;VEZNI IGRALEC;10061964;1992
SCO;Gary McAllister;VEZNI IGRALEC;25121964;1992
NED;Danny Blind;NEZNANO;1081961;1992
NED;John van 't Schip;NEZNANO;30121963;1992
NED;Wim Kieft;NEZNANO;12111962;1992
NED;Stanley Menzo;VRATAR;15101963;1992
NED;Aron Winter;NEZNANO;1031967;1992
NED;Peter Bosz;NEZNANO;21111963;1992
NED;Frank de Boer;NEZNANO;15051970;1992
NED;Wim Jonk;VEZNI IGRALEC;12101966;1992
NED;Erik Viscaal;NEZNANO;20031968;1992
NED;Hans van Breukelen;VRATAR;4101956;1992
NED;Berry van Aerle;BRANILEC;8121962;1992
NED;Adri van Tiggelen;BRANILEC;16061957;1992
NED;Ronald Koeman;NEZNANO;21031963;1992
NED;Jan Wouters;VEZNI IGRALEC;17071960;1992
NED;Dennis Bergkamp;NAPADALEC;10051969;1992
NED;Frank Rijkaard;BRANILEC;30091962;1992
NED;Marco van Basten;NAPADALEC;31101964;1992
NED;Ruud Gullit;NEZNANO;1091962;1992
NED;Rob Witschge;NEZNANO;22081966;1992
NED;Bryan Roy;VEZNI IGRALEC;12021970;1992
ENG;Nigel Clough;NAPADALEC;19031966;1992
ENG;Andy Sinton;VEZNI IGRALEC;19031966;1992
ENG;Nigel Martyn;VRATAR;11081966;1992
ENG;Tony Dorigo;BRANILEC;31121965;1992
ENG;Neil Webb;VEZNI IGRALEC;30071963;1992
ENG;Tony Daley;VEZNI IGRALEC;18101967;1992
ENG;David Batty;VEZNI IGRALEC;2121968;1992
NEZNANO;Alan Shearer;NAPADALEC;13081970;1992
ENG;Chris Woods;NEZNANO;14111959;1992
ENG;Keith Curle;BRANILEC;14111963;1992
NEZNANO;Stuart Pearce;NEZNANO;24041962;1992
ENG;Martin Keown;BRANILEC;24071966;1992
ENG;Des Walker;BRANILEC;26111965;1992
ENG;David Platt;VEZNI IGRALEC;10061966;1992
ENG;Trevor Steven;VEZNI IGRALEC;21091963;1992
NEZNANO;Gary Lineker;NAPADALEC;30111960;1992
ENG;Carlton Palmer;VEZNI IGRALEC;5121965;1992
ENG;Paul Merson;NAPADALEC;20031968;1992
ENG;Alan Smith;NAPADALEC;21111962;1992
DEN;Johnny Mølby;NEZNANO;4021969;1992
DEN;Lars Elstrup;NEZNANO;24031963;1992
DEN;Torben Piechnik;NEZNANO;21051963;1992
DEN;Henrik Larsen;NEZNANO;17051966;1992
DEN;Torben Frank;NEZNANO;16061968;1992
DEN;Mogens Krogh;VRATAR;31101963;1992
DEN;Claus Christiansen;NEZNANO;19101967;1992
DEN;Peter Nielsen;VEZNI IGRALEC;3061968;1992
DEN;Morten Bruun;BRANILEC;28061965;1992
DEN;Peter Schmeichel;VRATAR;18111963;1992
DEN;John Sivebæk;NEZNANO;25101961;1992
DEN;Kent Nielsen;NEZNANO;28121961;1992
DEN;Lars Olsen;NEZNANO;2021961;1992
DEN;Henrik Andersen;NEZNANO;7051965;1992
DEN;Kim Christofte;NEZNANO;24081960;1992
DEN;John Faxe Jensen;VEZNI IGRALEC;15081959;1992
DEN;Flemming Povlsen;NEZNANO;3121966;1992
DEN;Bent Christensen;NAPADALEC;4011967;1992
DEN;Kim Vilfort;NEZNANO;15111962;1992
FRA;Franck Silvestre;BRANILEC;5041967;1992
FRA;Emmanuel Petit;VEZNI IGRALEC;22091970;1992
FRA;Luis Fernández;NEZNANO;2101959;1992
FRA;Christian Perez;NAPADALEC;13051963;1992
FRA;Christophe Cocard;NAPADALEC;23111967;1992
FRA;Jean-Philippe Durand;NAPADALEC;11111960;1992
FRA;Fabrice Divert;NAPADALEC;2091967;1992
FRA;Remi Garde;BRANILEC;3041966;1992
FRA;Gilles Rousset;NEZNANO;22081963;1992
FRA;Bruno Martini;VRATAR;25011962;1992
FRA;Manuel Amoros;BRANILEC;1021962;1992
FRA;Laurent Blanc;BRANILEC;19111965;1992
FRA;Bernard Casoni;NEZNANO;4091961;1992
FRA;Didier Deschamps;NEZNANO;15101968;1992
FRA;Franck Sauzée;VEZNI IGRALEC;28101965;1992
FRA;Jean-Pierre Papin;NAPADALEC;5111963;1992
FRA;Basile Boli;BRANILEC;2011967;1992
FRA;Pascal Vahirua;VEZNI IGRALEC;9031966;1992
FRA;Eric Cantona;NAPADALEC;24051966;1992
FRA;Jocelyn Angloma;BRANILEC;7081965;1992
SWE;Stefan Rehn;VEZNI IGRALEC;22091966;1992
SWE;Lars Eriksson;NEZNANO;21091965;1992
SWE;Mikael Nilsson;BRANILEC;28091968;1992
SWE;Magnus Erlingmark;BRANILEC;8071968;1992
SWE;Jan Jansson;VEZNI IGRALEC;26011968;1992
SWE;Martin Dahlin;NAPADALEC;16041968;1992
SWE;Roger Ljung;BRANILEC;8011966;1992
SWE;Joakim Nilsson;VEZNI IGRALEC;31031966;1992
SWE;Johnny Ekström;NAPADALEC;5031965;1992
SWE;Thomas Ravelli;VRATAR;13081959;1992
SWE;Roland Nilsson;NEZNANO;27111963;1992
SWE;Jan Eriksson;BRANILEC;24081967;1992
SWE;Patrik Andersson;BRANILEC;18081971;1992
SWE;Joachim Björklund;BRANILEC;15031971;1992
SWE;Stefan Schwarz;VEZNI IGRALEC;18041969;1992
SWE;Klas Ingesson;VEZNI IGRALEC;20081968;1992
SWE;Jonas Thern;NEZNANO;20031967;1992
SWE;Anders Limpar;VEZNI IGRALEC;24091965;1992
SWE;Tomas Brolin;NAPADALEC;29111969;1992
SWE;Kennet Andersson;NAPADALEC;6101967;1992
GER;Marco Bode;NAPADALEC;23071969;1996
GER;Oliver Kahn;VRATAR;15061969;1996
GER;René Schneider;BRANILEC;1021973;1996
GER;Oliver Bierhoff;NEZNANO;1051968;1996
GER;Oliver Reck;VRATAR;27021965;1996
GER;Andreas Köpke;NEZNANO;12031962;1996
GER;Thomas Helmer;BRANILEC;21041965;1996
GER;Matthias Sammer;BRANILEC;5091967;1996
GER;Mehmet Scholl;VEZNI IGRALEC;16101970;1996
GER;Thomas Hässler;VEZNI IGRALEC;30051966;1996
