drzava;ime_priimek;pozicija;rojstni_datum;leto
MKD;Stefan Spirovski;VEZNI IGRALEC;23081990;2020
MKD;Daniel Avramovski;NAPADALEC;20021995;2020
MKD;Darko Churlinov;VEZNI IGRALEC;11072000;2020
MKD;Stole Dimitrievski;VRATAR;25121993;2020
MKD;Arijan Ademi;VEZNI IGRALEC;29051991;2020
MKD;Visar Musliu;BRANILEC;13111994;2020
MKD;Ivan Tričkovski;NAPADALEC;18041987;2020
MKD;Ezgjan Alioski;BRANILEC;12021992;2020
MKD;Aleksandar Trajkovski;NAPADALEC;5091992;2020
MKD;Goran Pandev;NAPADALEC;27071983;2020
MKD;Stefan Ristovski;BRANILEC;12021992;2020
MKD;Darko Velkovski;BRANILEC;21061995;2020
MKD;Enis Bardhi;VEZNI IGRALEC;2071995;2020
MKD;Eljif Elmas;VEZNI IGRALEC;24091999;2020
WAL;Wayne Hennessey;VRATAR;24011987;2020
WAL;Adam Davies;VRATAR;17071992;2020
WAL;Ben Davies;BRANILEC;24041993;2020
WAL;Tom Lockyer;BRANILEC;3121994;2020
WAL;Harry Wilson;VEZNI IGRALEC;22031997;2020
WAL;Tyler Roberts;NAPADALEC;12011999;2020
WAL;Kieffer Moore;NAPADALEC;8081992;2020
WAL;Rhys Norrington-Davies;BRANILEC;22041999;2020
WAL;Jonny Williams;VEZNI IGRALEC;9101993;2020
WAL;David Brooks;VEZNI IGRALEC;8071997;2020
WAL;Chris Mepham;BRANILEC;5111997;2020
WAL;Dylan Levitt;VEZNI IGRALEC;17112000;2020
WAL;Danny Ward;VRATAR;22061993;2020
WAL;Chris Gunter;BRANILEC;21071989;2020
WAL;Neco Williams;BRANILEC;13042001;2020
WAL;Joe Rodon;BRANILEC;22101997;2020
WAL;Joe Allen;VEZNI IGRALEC;14031990;2020
WAL;Aaron Ramsey;VEZNI IGRALEC;26121990;2020
WAL;Gareth Bale;NAPADALEC;16071989;2020
WAL;Connor Roberts;BRANILEC;23091995;2020
WAL;Ethan Ampadu;BRANILEC;14092000;2020
WAL;Joe Morrell;VEZNI IGRALEC;3011997;2020
WAL;Daniel James;VEZNI IGRALEC;10111997;2020
ITA;Salvatore Sirigu;VRATAR;12011987;2020
ITA;Alex Meret;VRATAR;22031997;2020
ITA;Giovanni Di Lorenzo;BRANILEC;4081993;2020
ITA;Leonardo Spinazzola;BRANILEC;25031993;2020
ITA;Manuel Locatelli;VEZNI IGRALEC;8011998;2020
ITA;Gaetano Castrovilli;VEZNI IGRALEC;17021997;2020
ITA;Lorenzo Insigne;NAPADALEC;4061991;2020
ITA;Francesco Acerbi;BRANILEC;10021988;2020
ITA;Bryan Cristante;VEZNI IGRALEC;3031995;2020
ITA;Ciro Immobile;NAPADALEC;20021990;2020
ITA;Nicolò Barella;VEZNI IGRALEC;7021997;2020
ITA;Giacomo Raspadori;NAPADALEC;18022000;2020
ITA;Gianluigi Donnarumma;VRATAR;25021999;2020
ITA;Marco Verratti;VEZNI IGRALEC;5111992;2020
ITA;Jorginho;VEZNI IGRALEC;20121991;2020
ITA;Andrea Belotti;NAPADALEC;20121993;2020
ITA;Matteo Pessina;VEZNI IGRALEC;21041997;2020
ITA;Emerson;BRANILEC;3081994;2020
ITA;Federico Chiesa;NAPADALEC;25101997;2020
ITA;Leonardo Bonucci;BRANILEC;1051987;2020
ITA;Federico Bernardeschi;VEZNI IGRALEC;16021994;2020
ITA;Alessandro Bastoni;BRANILEC;13041999;2020
ITA;Rafael Tolói;BRANILEC;10101990;2020
TUR;Mert Günok;VRATAR;1031989;2020
TUR;Altay Bayındır;VRATAR;14041998;2020
TUR;Okay Yokuşlu;VEZNI IGRALEC;9031994;2020
TUR;Dorukhan Toköz;VEZNI IGRALEC;21051996;2020
TUR;Kenan Karaman;NAPADALEC;5031994;2020
TUR;Yusuf Yazıcı;NAPADALEC;29011997;2020
TUR;Taylan Antalyalı;VEZNI IGRALEC;8011995;2020
TUR;Ozan Kabak;BRANILEC;25032000;2020
TUR;Enes Ünal;NAPADALEC;10051997;2020
TUR;Rıdvan Yılmaz;BRANILEC;21052001;2020
TUR;Orkun Kökçü;VEZNI IGRALEC;29122000;2020
TUR;Halil Dervişoğlu;NAPADALEC;8121999;2020
TUR;Uğurcan Çakır;VRATAR;5041996;2020
TUR;Zeki Çelik;BRANILEC;17021997;2020
TUR;Merih Demiral;BRANILEC;5031998;2020
TUR;Çağlar Söyüncü;BRANILEC;23051996;2020
TUR;Ozan Tufan;VEZNI IGRALEC;23031995;2020
TUR;Cengiz Ünder;NAPADALEC;14071997;2020
TUR;Hakan Çalhanoğlu;VEZNI IGRALEC;8021994;2020
TUR;Burak Yılmaz;NAPADALEC;15071985;2020
TUR;İrfan Can Kahveci;NAPADALEC;15071995;2020
TUR;Kaan Ayhan;VEZNI IGRALEC;10111994;2020
TUR;Mert Müldür;BRANILEC;3041999;2020
SUI;Yvon Mvogo;VRATAR;6061994;2020
SUI;Gregor Kobel;VRATAR;6121997;2020
SUI;Kevin Mbabu;BRANILEC;19041995;2020
SUI;Denis Zakaria;VEZNI IGRALEC;20111996;2020
SUI;Ruben Vargas;VEZNI IGRALEC;5081998;2020
SUI;Djibril Sow;VEZNI IGRALEC;6021997;2020
SUI;Christian Fassnacht;VEZNI IGRALEC;11111993;2020
SUI;Loris Benito;BRANILEC;7011992;2020
SUI;Admir Mehmedi;NAPADALEC;16031991;2020
SUI;Mario Gavranović;NAPADALEC;24111989;2020
SUI;Fabian Schär;BRANILEC;20121991;2020
SUI;Eray Cömert;BRANILEC;4021998;2020
SUI;Yann Sommer;VRATAR;17121988;2020
SUI;Silvan Widmer;BRANILEC;5031993;2020
SUI;Nico Elvedi;BRANILEC;30091996;2020
SUI;Manuel Akanji;BRANILEC;19071995;2020
SUI;Breel Embolo;NAPADALEC;14021997;2020
SUI;Remo Freuler;VEZNI IGRALEC;15041992;2020
SUI;Haris Seferović;NAPADALEC;22021992;2020
SUI;Granit Xhaka;VEZNI IGRALEC;27091992;2020
SUI;Ricardo Rodríguez;BRANILEC;25081992;2020
SUI;Steven Zuber;VEZNI IGRALEC;17081991;2020
SUI;Xherdan Shaqiri;VEZNI IGRALEC;10101991;2020
POL;Łukasz Skorupski;VRATAR;5051991;2020
POL;Łukasz Fabiański;VRATAR;18041985;2020
POL;Paweł Dawidowicz;VEZNI IGRALEC;20051995;2020
POL;Tomasz Kędziora;BRANILEC;11061994;2020
POL;Kacper Kozłowski;VEZNI IGRALEC;16102003;2020
POL;Karol Linetty;VEZNI IGRALEC;2021995;2020
POL;Maciej Rybus;BRANILEC;19081989;2020
POL;Przemysław Płacheta;VEZNI IGRALEC;23031998;2020
POL;Przemysław Frankowski;BRANILEC;12041995;2020
POL;Dawid Kownacki;NAPADALEC;14031997;2020
POL;Jakub Świerczok;NAPADALEC;28121992;2020
POL;Michał Helik;BRANILEC;9091995;2020
POL;Wojciech Szczęsny;VRATAR;18041990;2020
POL;Jan Bednarek;BRANILEC;12041996;2020
POL;Robert Lewandowski;NAPADALEC;21081988;2020
POL;Karol Świderski;NAPADALEC;23011997;2020
POL;Mateusz Klich;VEZNI IGRALEC;13061990;2020
POL;Kamil Glik;BRANILEC;3021988;2020
POL;Jakub Moder;VEZNI IGRALEC;7041999;2020
POL;Bartosz Bereszyński;BRANILEC;12071992;2020
POL;Piotr Zieliński;VEZNI IGRALEC;20051994;2020
POL;Kamil Jóźwiak;VEZNI IGRALEC;22041998;2020
POL;Tymoteusz Puchacz;BRANILEC;23011999;2020
ESP;David de Gea;VRATAR;7111990;2020
ESP;Robert Sánchez;VRATAR;18111997;2020
ESP;César Azpilicueta;BRANILEC;28081989;2020
ESP;Diego Llorente;BRANILEC;16081993;2020
ESP;Thiago Alcántara;VEZNI IGRALEC;11041991;2020
ESP;Ferran Torres;NAPADALEC;29022000;2020
ESP;Eric García;BRANILEC;9012001;2020
ESP;José Gayà;BRANILEC;25051995;2020
ESP;Fabián Ruiz;VEZNI IGRALEC;3041996;2020
ESP;Adama Traoré;VEZNI IGRALEC;25011996;2020
ESP;Mikel Oyarzabal;NAPADALEC;21041997;2020
ESP;Pablo Sarabia;NAPADALEC;11051992;2020
ESP;Unai Simón;VRATAR;11061997;2020
ESP;Pau Torres;BRANILEC;16011997;2020
ESP;Marcos Llorente;VEZNI IGRALEC;30011995;2020
ESP;Álvaro Morata;NAPADALEC;23101992;2020
ESP;Koke;VEZNI IGRALEC;8011992;2020
ESP;Gerard Moreno;NAPADALEC;7041992;2020
ESP;Rodri;VEZNI IGRALEC;22061996;2020
ESP;Jordi Alba;BRANILEC;21031989;2020
ESP;Dani Olmo;NAPADALEC;7051998;2020
ESP;Aymeric Laporte;BRANILEC;27051994;2020
ESP;Pedri;VEZNI IGRALEC;25112002;2020
GER;Bernd Leno;VRATAR;4031992;2020
GER;Kevin Trapp;VRATAR;8071990;2020
GER;Marcel Halstenberg;BRANILEC;27091991;2020
GER;Kevin Volland;NAPADALEC;30071992;2020
GER;Timo Werner;NAPADALEC;6031996;2020
GER;Niklas Süle;BRANILEC;3091995;2020
GER;Florian Neuhaus;VEZNI IGRALEC;16031997;2020
GER;Leon Goretzka;VEZNI IGRALEC;6021995;2020
GER;Leroy Sané;VEZNI IGRALEC;11011996;2020
GER;Emre Can;VEZNI IGRALEC;12011994;2020
GER;Robin Koch;BRANILEC;17071996;2020
GER;Christian Günter;BRANILEC;28021993;2020
GER;Manuel Neuer;VRATAR;27031986;2020
GER;Antonio Rüdiger;BRANILEC;3031993;2020
GER;Matthias Ginter;BRANILEC;19011994;2020
GER;Mats Hummels;BRANILEC;16121988;2020
GER;Joshua Kimmich;BRANILEC;8021995;2020
GER;Kai Havertz;NAPADALEC;11061999;2020
GER;Toni Kroos;VEZNI IGRALEC;4011990;2020
GER;Serge Gnabry;NAPADALEC;14071995;2020
GER;Robin Gosens;BRANILEC;5071994;2020
GER;İlkay Gündoğan;VEZNI IGRALEC;24101990;2020
GER;Thomas Müller;NAPADALEC;13091989;2020
POR;Anthony Lopes;VRATAR;1101990;2020
POR;Rui Silva;VRATAR;7021994;2020
POR;José Fonte;BRANILEC;22121983;2020
POR;João Moutinho;VEZNI IGRALEC;8091986;2020
POR;André Silva;NAPADALEC;6111995;2020
POR;Rafa Silva;NAPADALEC;17051993;2020
POR;Renato Sanches;VEZNI IGRALEC;18081997;2020
POR;Gonçalo Guedes;VEZNI IGRALEC;29111996;2020
POR;Rúben Neves;VEZNI IGRALEC;13031997;2020
POR;Pedro Gonçalves;VEZNI IGRALEC;28061998;2020
POR;Diogo Dalot;BRANILEC;18031999;2020
POR;João Palhinha;VEZNI IGRALEC;9071995;2020
POR;Rui Patrício;VRATAR;15021988;2020
POR;Nélson Semedo;BRANILEC;16111993;2020
POR;Pepe;BRANILEC;26021983;2020
POR;Rúben Dias;BRANILEC;14051997;2020
POR;Raphaël Guerreiro;BRANILEC;22121993;2020
POR;Cristiano Ronaldo;NAPADALEC;5021985;2020
POR;Bernardo Silva;VEZNI IGRALEC;10081994;2020
POR;Bruno Fernandes;VEZNI IGRALEC;8091994;2020
POR;Danilo;VEZNI IGRALEC;9091991;2020
POR;William Carvalho;VEZNI IGRALEC;7041992;2020
POR;Diogo Jota;NAPADALEC;4121996;2020
FRA;Steve Mandanda;VRATAR;28031985;2020
FRA;Mike Maignan;VRATAR;3071995;2020
FRA;Clément Lenglet;BRANILEC;17061995;2020
FRA;Thomas Lemar;VEZNI IGRALEC;12111995;2020
FRA;Olivier Giroud;NAPADALEC;30091986;2020
FRA;Ousmane Dembélé;NAPADALEC;15051997;2020
FRA;Corentin Tolisso;VEZNI IGRALEC;3081994;2020
FRA;Moussa Sissoko;VEZNI IGRALEC;16081989;2020
FRA;Lucas Hernández;BRANILEC;14021996;2020
FRA;Léo Dubois;BRANILEC;14091994;2020
FRA;Jules Koundé;BRANILEC;12111998;2020
FRA;Marcus Thuram;NAPADALEC;6081997;2020
FRA;Hugo Lloris;VRATAR;26121986;2020
FRA;Benjamin Pavard;BRANILEC;28031996;2020
FRA;Presnel Kimpembe;BRANILEC;13081995;2020
FRA;Raphaël Varane;BRANILEC;25041993;2020
FRA;Paul Pogba;VEZNI IGRALEC;15031993;2020
FRA;Antoine Griezmann;VEZNI IGRALEC;21031991;2020
FRA;Kylian Mbappé;NAPADALEC;20121998;2020
FRA;N'Golo Kanté;VEZNI IGRALEC;29031991;2020
FRA;Adrien Rabiot;VEZNI IGRALEC;3041995;2020
FRA;Lucas Digne;BRANILEC;20071993;2020
FRA;Karim Benzema;NAPADALEC;19121987;2020
HUN;Dénes Dibusz;VRATAR;16111990;2020
HUN;Ádám Bogdán;VRATAR;27091987;2020
HUN;Ádám Lang;BRANILEC;17011993;2020
HUN;Ákos Kecskés;BRANILEC;4011996;2020
HUN;Tamás Cseri;VEZNI IGRALEC;15011988;2020
HUN;Filip Holender;NAPADALEC;27071994;2020
HUN;Gergő Lovrencsics;BRANILEC;1091988;2020
HUN;Roland Varga;VEZNI IGRALEC;23011990;2020
HUN;Dávid Sigér;VEZNI IGRALEC;30111990;2020
HUN;Kevin Varga;VEZNI IGRALEC;30031996;2020
HUN;Nemanja Nikolić;NAPADALEC;31121987;2020
HUN;Szabolcs Schön;NAPADALEC;27092000;2020
HUN;Péter Gulácsi;VRATAR;6051990;2020
HUN;Attila Szalai;BRANILEC;20011998;2020
HUN;Attila Fiola;BRANILEC;17021990;2020
HUN;Willi Orbán;BRANILEC;3111992;2020
HUN;Loïc Négo;BRANILEC;15011991;2020
HUN;Ádám Nagy;VEZNI IGRALEC;17061995;2020
HUN;Ádám Szalai;NAPADALEC;9121987;2020
HUN;András Schäfer;VEZNI IGRALEC;13041999;2020
HUN;László Kleinheisler;VEZNI IGRALEC;8041994;2020
HUN;Roland Sallai;NAPADALEC;22051997;2020
HUN;Endre Botka;BRANILEC;25081994;2020
NEZNANO;Craig Gordon;VRATAR;31121982;2020
SCO;Jon McLaughlin;VRATAR;9091987;2020
SCO;Ryan Christie;NAPADALEC;22021995;2020
SCO;John Fleck;VEZNI IGRALEC;24081991;2020
SCO;Liam Cooper;BRANILEC;30081991;2020
SCO;Stuart Armstrong;VEZNI IGRALEC;30031992;2020
SCO;Kevin Nisbet;NAPADALEC;8031997;2020
SCO;Ryan Fraser;VEZNI IGRALEC;24021994;2020
SCO;Nathan Patterson;BRANILEC;16102001;2020
SCO;Jack Hendry;BRANILEC;7051995;2020
SCO;James Forrest;VEZNI IGRALEC;7071991;2020
SCO;Scott McKenna;BRANILEC;12111996;2020
SCO;David Marshall;VRATAR;5031985;2020
SCO;Stephen O'Donnell;BRANILEC;11051992;2020
SCO;Andrew Robertson;BRANILEC;11031994;2020
SCO;Scott McTominay;VEZNI IGRALEC;8121996;2020
SCO;Grant Hanley;BRANILEC;20111991;2020
SCO;Kieran Tierney;BRANILEC;5061997;2020
SCO;John McGinn;VEZNI IGRALEC;18101994;2020
SCO;Callum McGregor;VEZNI IGRALEC;14061993;2020
NEZNANO;Lyndon Dykes;NAPADALEC;7101995;2020
SCO;Ché Adams;NAPADALEC;13071996;2020
SCO;Billy Gilmour;VEZNI IGRALEC;11062001;2020
ENG;Aaron Ramsdale;VRATAR;14051998;2020
ENG;Sam Johnstone;VRATAR;25031993;2020
NEZNANO;Harry Maguire;BRANILEC;5031993;2020
ENG;Jack Grealish;VEZNI IGRALEC;10091995;2020
ENG;Jordan Henderson;VEZNI IGRALEC;17061990;2020
ENG;Marcus Rashford;NAPADALEC;31101997;2020
ENG;Kieran Trippier;BRANILEC;19091990;2020
NEZNANO;Conor Coady;BRANILEC;25021993;2020
ENG;Jadon Sancho;VEZNI IGRALEC;25032000;2020
ENG;Dominic Calvert-Lewin;NAPADALEC;16031997;2020
ENG;Ben Chilwell;BRANILEC;21121996;2020
ENG;Jude Bellingham;VEZNI IGRALEC;29062003;2020
ENG;Jordan Pickford;VRATAR;7031994;2020
ENG;Luke Shaw;BRANILEC;12071995;2020
ENG;Declan Rice;VEZNI IGRALEC;14011999;2020
ENG;John Stones;BRANILEC;28051994;2020
ENG;Harry Kane;NAPADALEC;28071993;2020
ENG;Raheem Sterling;NAPADALEC;8121994;2020
ENG;Kalvin Phillips;VEZNI IGRALEC;2121995;2020
ENG;Tyrone Mings;BRANILEC;13031993;2020
ENG;Mason Mount;VEZNI IGRALEC;10011999;2020
ENG;Phil Foden;VEZNI IGRALEC;28052000;2020
ENG;Reece James;BRANILEC;8121999;2020
CZE;Aleš Mandous;VRATAR;21041992;2020
CZE;Tomáš Koubek;VRATAR;26081992;2020
CZE;Pavel Kadeřábek;BRANILEC;25041992;2020
CZE;Jakub Brabec;BRANILEC;6081992;2020
CZE;Antonín Barák;VEZNI IGRALEC;3121994;2020
CZE;Michael Krmenčík;NAPADALEC;15031993;2020
CZE;Petr Ševčík;VEZNI IGRALEC;4051994;2020
CZE;David Zima;BRANILEC;8112000;2020
CZE;Adam Hložek;NAPADALEC;25072002;2020
CZE;Matěj Vydra;NAPADALEC;1051992;2020
CZE;Alex Král;VEZNI IGRALEC;19051998;2020
CZE;Tomáš Pekhart;NAPADALEC;26051989;2020
CZE;Tomáš Vaclík;VRATAR;29031989;2020
CZE;Ondřej Čelůstka;BRANILEC;18061989;2020
CZE;Vladimír Coufal;BRANILEC;22081992;2020
CZE;Tomáš Kalas;BRANILEC;15051993;2020
CZE;Vladimír Darida;VEZNI IGRALEC;8081990;2020
CZE;Tomáš Holeš;VEZNI IGRALEC;31031993;2020
CZE;Patrik Schick;NAPADALEC;24011996;2020
CZE;Lukáš Masopust;VEZNI IGRALEC;12021993;2020
CZE;Jakub Jankto;VEZNI IGRALEC;19011996;2020
CZE;Tomáš Souček;VEZNI IGRALEC;27021995;2020
CZE;Jan Bořil;BRANILEC;11011991;2020
CRO;Lovre Kalinić;VRATAR;3041990;2020
CRO;Simon Sluga;VRATAR;17031993;2020
CRO;Duje Ćaleta-Car;BRANILEC;17091996;2020
CRO;Marcelo Brozović;VEZNI IGRALEC;16111992;2020
CRO;Nikola Vlašić;VEZNI IGRALEC;4101997;2020
CRO;Mario Pašalić;VEZNI IGRALEC;9021995;2020
CRO;Mislav Oršić;NAPADALEC;29121992;2020
CRO;Milan Badelj;VEZNI IGRALEC;25021989;2020
CRO;Bruno Petković;NAPADALEC;16091994;2020
CRO;Josip Juranović;BRANILEC;16081995;2020
CRO;Domagoj Bradarić;BRANILEC;10121999;2020
CRO;Luka Ivanušec;NAPADALEC;26111998;2020
CRO;Dominik Livaković;VRATAR;9011995;2020
CRO;Šime Vrsaljko;BRANILEC;10011992;2020
CRO;Ivan Perišić;NAPADALEC;2021989;2020
CRO;Dejan Lovren;BRANILEC;5071989;2020
CRO;Josip Brekalo;NAPADALEC;23061998;2020
CRO;Mateo Kovačić;VEZNI IGRALEC;6051994;2020
CRO;Andrej Kramarić;NAPADALEC;19061991;2020
CRO;Luka Modrić;VEZNI IGRALEC;9091985;2020
CRO;Ante Rebić;NAPADALEC;21091993;2020
CRO;Domagoj Vida;BRANILEC;29041989;2020
CRO;Joško Gvardiol;BRANILEC;23012002;2020
SVK;Dušan Kuciak;VRATAR;21051985;2020
SVK;Marek Rodák;VRATAR;13121996;2020
SVK;Martin Valjent;BRANILEC;11121995;2020
SVK;Ján Greguš;VEZNI IGRALEC;29011991;2020
SVK;Vladimír Weiss;VEZNI IGRALEC;30111989;2020
SVK;Róbert Boženík;NAPADALEC;18111999;2020
SVK;László Bénes;VEZNI IGRALEC;9091997;2020
SVK;Dávid Hancko;BRANILEC;13121997;2020
SVK;Lukáš Haraslín;NAPADALEC;26051996;2020
SVK;Michal Ďuriš;NAPADALEC;1061988;2020
SVK;Stanislav Lobotka;VEZNI IGRALEC;25111994;2020
SVK;Jakub Hromada;VEZNI IGRALEC;25051996;2020
SVK;Martin Dúbravka;VRATAR;15011989;2020
SVK;Peter Pekarík;BRANILEC;30101986;2020
SVK;Ľubomír Šatka;BRANILEC;2121995;2020
SVK;Ondrej Duda;VEZNI IGRALEC;5121994;2020
SVK;Patrik Hrošovský;VEZNI IGRALEC;22041992;2020
SVK;Milan Škriniar;BRANILEC;11021995;2020
SVK;Tomáš Hubočan;BRANILEC;17091985;2020
SVK;Marek Hamšík;NEZNANO;27071987;2020
SVK;Juraj Kucka;VEZNI IGRALEC;26021987;2020
SVK;Róbert Mak;NAPADALEC;8031991;2020
SVK;Martin Koscelník;BRANILEC;2031995;2020
SWE;Karl-Johan Johnsson;VRATAR;28011990;2020
SWE;Kristoffer Nordfeldt;VRATAR;23061989;2020
SWE;Pierre Neurath Bengtsson;BRANILEC;12041988;2020
SWE;Gustav Svensson;VEZNI IGRALEC;7021987;2020
SWE;Filip Helander;BRANILEC;22041993;2020
SWE;Ken Sema;VEZNI IGRALEC;30091993;2020
SWE;Emil Krafth;BRANILEC;2081994;2020
SWE;Viktor Claesson;VEZNI IGRALEC;2011992;2020
SWE;Pontus Jansson;BRANILEC;13021991;2020
SWE;Dejan Kulusevski;VEZNI IGRALEC;25042000;2020
SWE;Robin Quaison;NAPADALEC;9101993;2020
SWE;Jens Cajuste;VEZNI IGRALEC;10081999;2020
SWE;Robin Olsen;VRATAR;8011990;2020
SWE;Mikael Lustig;BRANILEC;13121986;2020
SWE;Victor Lindelöf;BRANILEC;17071994;2020
SWE;Ludwig Augustinsson;BRANILEC;21041994;2020
SWE;Sebastian Larsson;NEZNANO;6061985;2020
SWE;Albin Ekdal;VEZNI IGRALEC;28071989;2020
SWE;Marcus Berg;NAPADALEC;17081986;2020
SWE;Emil Forsberg;VEZNI IGRALEC;23101991;2020
SWE;Alexander Isak;NAPADALEC;21091999;2020
SWE;Kristoffer Olsson;VEZNI IGRALEC;30061995;2020
SWE;Marcus Danielson;BRANILEC;8041989;2020
AUT;Alexander Schlager;VRATAR;1021996;2020
AUT;Pavao Pervan;VRATAR;13111987;2020
AUT;Stefan Ilsanker;VEZNI IGRALEC;18051989;2020
AUT;Florian Grillitsch;VEZNI IGRALEC;7081995;2020
AUT;Philipp Lienhart;BRANILEC;11071996;2020
AUT;Christopher Trimmel;VEZNI IGRALEC;24021987;2020
AUT;Louis Schaub;VEZNI IGRALEC;29121994;2020
AUT;Alessandro Schöpf;VEZNI IGRALEC;7021994;2020
AUT;Karim Onisiwo;VEZNI IGRALEC;17031992;2020
AUT;Valentino Lázaro;VEZNI IGRALEC;24031996;2020
AUT;Sasa Kalajdzic;NAPADALEC;7071997;2020
AUT;Marco Friedl;BRANILEC;16031998;2020
AUT;Daniel Bachmann;VRATAR;9071994;2020
AUT;Andreas Ulmer;BRANILEC;30101985;2020
AUT;Aleksandar Dragović;BRANILEC;6031991;2020
AUT;Martin Hinteregger;BRANILEC;7091992;2020
AUT;David Alaba;NEZNANO;24061992;2020
AUT;Marcel Sabitzer;VEZNI IGRALEC;17031994;2020
AUT;Michael Gregoritsch;NAPADALEC;18041994;2020
AUT;Christoph Baumgartner;VEZNI IGRALEC;1081999;2020
AUT;Stefan Lainer;BRANILEC;27081992;2020
AUT;Xaver Schlager;VEZNI IGRALEC;28091997;2020
AUT;Konrad Laimer;VEZNI IGRALEC;27051997;2020
NED;Tim Krul;VRATAR;3041988;2020
NED;Marco Bizot;VRATAR;10031991;2020
NED;Joël Veltman;BRANILEC;15011992;2020
NED;Nathan Aké;BRANILEC;18021995;2020
NED;Owen Wijndal;BRANILEC;28111999;2020
NED;Steven Berghuis;NAPADALEC;19121991;2020
NED;Luuk De Jong;NAPADALEC;27081990;2020
NED;Quincy Promes;VEZNI IGRALEC;4011992;2020
NED;Davy Klaassen;VEZNI IGRALEC;21021993;2020
NED;Ryan Gravenberch;VEZNI IGRALEC;16052002;2020
NED;Donyell Malen;NAPADALEC;19011999;2020
NED;Jurriën Timber;BRANILEC;17062001;2020
NED;Maarten Stekelenburg;VRATAR;22091982;2020
NED;Matthijs De Ligt;BRANILEC;12081999;2020
NED;Stefan De Vrij;BRANILEC;5021992;2020
NED;Georginio Wijnaldum;VEZNI IGRALEC;11111990;2020
NED;Memphis Depay;NAPADALEC;13021994;2020
NED;Patrick Van Aanholt;BRANILEC;29081990;2020
NED;Marten de Roon;VEZNI IGRALEC;29031991;2020
NED;Daley Blind;BRANILEC;9031990;2020
NED;Wout Weghorst;NAPADALEC;7081992;2020
NED;Frenkie de Jong;VEZNI IGRALEC;12051997;2020
NED;Denzel Dumfries;BRANILEC;18041996;2020
BEL;Simon Mignolet;VRATAR;6031988;2020
BEL;Matz Sels;VRATAR;26021992;2020
BEL;Thomas Vermaelen;NEZNANO;14111985;2020
BEL;Dedryck Boyata;BRANILEC;28111990;2020
BEL;Axel Witsel;VEZNI IGRALEC;12011989;2020
BEL;Kevin De Bruyne;VEZNI IGRALEC;28061991;2020
BEL;Eden Hazard;NAPADALEC;7011991;2020
BEL;Christian Benteke;NAPADALEC;3121990;2020
BEL;Michy Batshuayi;NAPADALEC;2101993;2020
BEL;Leandro Trossard;VEZNI IGRALEC;4121994;2020
BEL;Jérémy Doku;NAPADALEC;27052002;2020
BEL;Dennis Praet;VEZNI IGRALEC;14051994;2020
BEL;Thibaut Courtois;VRATAR;11051992;2020
BEL;Toby Alderweireld;BRANILEC;2031989;2020
BEL;Jan Vertonghen;BRANILEC;24041987;2020
BEL;Youri Tielemans;VEZNI IGRALEC;7051997;2020
BEL;Romelu Lukaku;NAPADALEC;13051993;2020
BEL;Yannick Carrasco;NAPADALEC;4091993;2020
BEL;Dries Mertens;NAPADALEC;6051987;2020
BEL;Thomas Meunier;BRANILEC;12091991;2020
BEL;Thorgan Hazard;VEZNI IGRALEC;29031993;2020
BEL;Jason Denayer;BRANILEC;28061995;2020
BEL;Leander Dendoncker;VEZNI IGRALEC;15041995;2020
DEN;Jonas Lössl;VRATAR;1021989;2020
DEN;Frederik Rønnow;VRATAR;4081992;2020
DEN;Joachim Andersen;BRANILEC;31051996;2020
DEN;Robert Skov;VEZNI IGRALEC;20051996;2020
DEN;Andreas Skov Olsen;NAPADALEC;29121999;2020
DEN;Kasper Dolberg;NAPADALEC;6101997;2020
DEN;Mathias Jørgensen;BRANILEC;23041990;2020
DEN;Christian Nørgaard;VEZNI IGRALEC;10031994;2020
DEN;Jens Stryger;BRANILEC;21021991;2020
DEN;Jonas Wind;NAPADALEC;7021999;2020
DEN;Andreas Cornelius;NAPADALEC;16031993;2020
DEN;Mathias Jensen;VEZNI IGRALEC;1011996;2020
DEN;Kasper Schmeichel;VRATAR;5111986;2020
DEN;Jannik Vestergaard;BRANILEC;3081992;2020
DEN;Simon Kjær;BRANILEC;26031989;2020
DEN;Joakim Mæhle;BRANILEC;20051997;2020
DEN;Andreas  Christensen;BRANILEC;10041996;2020
DEN;Thomas Delaney;VEZNI IGRALEC;3091991;2020
DEN;Martin Braithwaite;NAPADALEC;5061991;2020
DEN;Mikkel Damsgaard;NAPADALEC;3072000;2020
DEN;Daniel Wass;VEZNI IGRALEC;31051989;2020
DEN;Yussuf Poulsen;NAPADALEC;15061994;2020
DEN;Pierre-Emile Højbjerg;VEZNI IGRALEC;5081995;2020
MKD;Risto Jankov;VRATAR;5091998;2020
MKD;Damjan Shiskovski;VRATAR;18031995;2020
MKD;Egzon Bejtulai;BRANILEC;7011994;2020
MKD;Kire Ristevski;BRANILEC;22101990;2020
MKD;Ivan Tričkovski;NAPADALEC;18041987;2020
MKD;Aleksandar Trajkovski;NAPADALEC;5091992;2020
MKD;Ferhan Hasani;VEZNI IGRALEC;18061990;2020
MKD;Tihomir Kostadinov;VEZNI IGRALEC;4031996;2020
MKD;Marjan Radeski;NAPADALEC;10021995;2020
MKD;Daniel Avramovski;NAPADALEC;20021995;2020
MKD;Darko Churlinov;VEZNI IGRALEC;11072000;2020
MKD;Milan Ristovski;NAPADALEC;8041998;2020
